;ID1;Source;ID;Year;Length;Type_length;Weight;Type_of_weight;age;Prob.East.;GEAR;BFT_Area;Month;quarter;Method
2406;2406;US+Can;3391;2011;243.409936;EST_L;277.2583362;NA;11;0.85;TL;W_ATL;10;4;Otolith Chemistry
2407;2407;US+Can;3392;2011;187.291684;EST_L;109.9961497;NA;8;0.126;RR;W_ATL;9;3;Otolith Chemistry
2408;2408;US+Can;3393;2011;184.85176;EST_L;109.4291593;NA;8;0.022;UN;W_ATL;9;3;Otolith Chemistry
2409;2409;US+Can;3394;2011;233.65024;EST_L;234.167061;NA;18;0.216;HP;W_ATL;10;4;Otolith Chemistry
2410;2410;US+Can;3395;2011;270.2491;EST_L;358.3379723;NA;23;0.088;UN;W_ATL;10;4;Otolith Chemistry
2411;2411;US+Can;3396;2011;267.809176;EST_L;348.6991344;NA;22;0.102;UN;W_ATL;10;4;Otolith Chemistry
2412;2412;US+Can;3397;2011;216.570772;EST_L;192.2097668;NA;11;0.4;TL;W_ATL;9;3;Otolith Chemistry
2413;2413;US+Can;3398;2011;245.84986;EST_L;244.9398798;NA;16;0.19;TL;W_ATL;9;3;Otolith Chemistry
2414;2414;US+Can;3399;2011;201.931228;EST_L;156.4893677;NA;9;0.036;UN;W_ATL;9;3;Otolith Chemistry
2416;2416;US+Can;3400;2011;194.611456;EST_L;129.8408159;NA;9;0.302;UN;W_ATL;9;3;Otolith Chemistry
2417;2417;US+Can;3401;2011;201.931228;EST_L;142.8815966;NA;10;0.118;UN;W_ATL;10;4;Otolith Chemistry
2418;2418;US+Can;3402;2011;253.169632;EST_L;244.9398798;NA;17;0.092;RR;W_ATL;9;3;Otolith Chemistry
2419;2419;US+Can;3403;2011;231.210316;EST_L;251.1767749;NA;10;0.138;RR;W_ATL;9;3;Otolith Chemistry
2420;2420;US+Can;3404;2011;184.85176;EST_L;104.8932356;NA;8;0.278;RR;W_ATL;9;3;Otolith Chemistry
2421;2421;US+Can;3405;2011;245.84986;EST_L;271.0214411;NA;14;0.81;UN;W_ATL;9;3;Otolith Chemistry
2422;2422;US+Can;3406;2011;245.84986;EST_L;233.6000706;NA;11;0.16;TL;W_ATL;9;3;Otolith Chemistry
2423;2423;US+Can;3407;2011;245.84986;EST_L;259.1146414;NA;11;0.076;HP;W_ATL;10;4;Otolith Chemistry
2424;2424;US+Can;3408;2011;240.970012;EST_L;265.3515365;NA;17;0.29;TL;W_ATL;10;4;Otolith Chemistry
2425;2425;US+Can;3409;2011;284.888644;EST_L;448.4894558;NA;18;0.074;HP;W_ATL;10;4;Otolith Chemistry
2426;2426;US+Can;3410;2011;209.251;EST_L;149.6854821;NA;9;0.038;RR;W_ATL;9;3;Otolith Chemistry
2427;2427;US+Can;3411;2011;280.008796;EST_L;353.8020486;NA;23;0.19;RR;W_ATL;10;4;Otolith Chemistry
2428;2428;US+Can;3412;2011;194.611456;EST_L;130.9747968;NA;9;0.088;UN;W_ATL;9;3;Otolith Chemistry
2429;2429;US+Can;3413;2011;233.65024;EST_L;227.9301659;NA;13;0.792;UN;W_ATL;10;4;Otolith Chemistry
2430;2430;US+Can;3414;2011;204.371152;EST_L;149.1184916;NA;11;0.49;TL;W_ATL;9;3;Otolith Chemistry
2431;2431;US+Can;3415;2011;255.609556;EST_L;262.5165841;NA;11;0.426;TL;W_ATL;10;4;Otolith Chemistry
2432;2432;US+Can;3416;2011;253.169632;EST_L;301.0719356;NA;12;0.112;HP;W_ATL;10;4;Otolith Chemistry
2433;2433;US+Can;3417;2011;201.724699;EST_L;149.1528437;EST_L;14;0.254;UN;W_ATL;11;4;Otolith Chemistry
2434;2434;US+Can;3418;2011;260.489404;EST_L;285.7631931;NA;17;0.458;UN;W_ATL;10;4;Otolith Chemistry
2435;2435;US+Can;3419;2011;275.128948;EST_L;353.8020486;NA;22;0.15;HP;W_ATL;10;4;Otolith Chemistry
2436;2436;US+Can;3420;2011;223.890544;EST_L;206.9515188;NA;10;0.1;TL;W_ATL;10;4;Otolith Chemistry
2437;2437;US+Can;3421;2011;233.65024;EST_L;209.7864711;NA;10;0.154;TL;W_ATL;9;3;Otolith Chemistry
2438;2438;US+Can;3422;2011;206.811076;EST_L;173.4990815;NA;10;0.176;RR;W_ATL;10;4;Otolith Chemistry
2439;2439;US+Can;3423;2011;265.369252;EST_L;360.6059342;NA;16;0.304;TL;W_ATL;10;4;Otolith Chemistry
2440;2440;US+Can;3424;2011;233.65024;EST_L;214.3223948;NA;11;0.046;TL;W_ATL;9;3;Otolith Chemistry
2441;2441;US+Can;3425;2011;275.128948;EST_L;343.5962203;NA;22;0.174;UN;W_ATL;10;4;Otolith Chemistry
2442;2442;US+Can;3426;2011;284.888644;EST_L;370.8117625;NA;20;0.078;HP;W_ATL;10;4;Otolith Chemistry
2443;2443;US+Can;3427;2011;226.330468;EST_L;206.3845284;NA;10;0.09;UN;W_ATL;10;4;Otolith Chemistry
2444;2444;US+Can;3428;2011;231.210316;EST_L;243.8058989;NA;11;0.296;TL;W_ATL;10;4;Otolith Chemistry
2445;2445;US+Can;3429;2011;250.729708;EST_L;311.2777639;NA;12;0.172;TL;W_ATL;10;4;Otolith Chemistry
2446;2446;US+Can;3430;2011;275.128948;EST_L;327.7204873;NA;18;0.2;RR;W_ATL;10;4;Otolith Chemistry
2447;2447;US+Can;3431;2011;223.890544;EST_L;178.6019957;NA;10;0.408;TL;W_ATL;9;3;Otolith Chemistry
2448;2448;US+Can;3432;2011;209.251;EST_L;174.066072;NA;10;0.198;UN;W_ATL;9;3;Otolith Chemistry
2449;2449;US+Can;3433;2011;NA;NA;NA;NA;14;0.828;UN;W_ATL;10;4;Otolith Chemistry
2450;2450;US+Can;3434;2011;226.330468;EST_L;238.7029847;NA;10;0.304;TL;W_ATL;10;4;Otolith Chemistry
2451;2451;US+Can;3435;2011;270.2491;EST_L;352.1010772;NA;20;0.126;HP;W_ATL;10;4;Otolith Chemistry
2452;2452;US+Can;3436;2011;249.4641414;EST_W;331.1224301;RWT;17;0.254;RR;GSL;11;4;Otolith Chemistry
2453;2453;US+Can;3437;2011;201.7298974;EST_W;162.7262627;RWT;8;0.298;RR;GSL;10;4;Otolith Chemistry
2454;2454;US+Can;3438;2011;237.8543964;EST_W;282.3612503;RWT;16;0.732;RR;GSL;11;4;Otolith Chemistry
2455;2455;US+Can;3439;2011;226.0413538;EST_W;238.1359943;RWT;10;0.954;RR;GSL;11;4;Otolith Chemistry
2456;2456;US+Can;3440;2011;177.531988;EST_L;214.3223948;NA;11;0.966;RR;GSL;10;4;Otolith Chemistry
2457;2457;US+Can;3441;2011;261.6620128;EST_W;388.3884668;RWT;22;0.884;RR;GSL;11;4;Otolith Chemistry
2458;2458;US+Can;3442;2011;267.1299316;EST_W;416.1709995;RWT;22;0.22;RR;GSL;10;4;Otolith Chemistry
2459;2459;US+Can;3443;2011;NA;NA;NA;NA;9;0.786;UN;W_ATL;11;4;Otolith Chemistry
2460;2460;US+Can;3444;2011;215.1422378;EST_W;201.8486047;RWT;10;0.812;RR;GSL;11;4;Otolith Chemistry
2461;2461;US+Can;3445;2011;254.945969;EST_W;356.0700105;RWT;21;0.216;RR;GSL;11;4;Otolith Chemistry
2462;2462;US+Can;3446;2011;195.864611;EST_W;147.4175203;RWT;11;0.156;RR;W_ATL;11;4;Otolith Chemistry
2463;2463;US+Can;3447;2011;226.2021303;EST_W;238.7029847;RWT;13;0.854;RR;GSL;11;4;Otolith Chemistry
2464;2464;US+Can;3448;2011;200.0337468;EST_W;158.190339;RWT;8;0.694;RR;GSL;11;4;Otolith Chemistry
2465;2465;US+Can;3449;2011;182.715733;EST_W;116.8000353;RWT;10;0.792;RR;GSL;11;4;Otolith Chemistry
2466;2466;US+Can;3450;2011;123.85366;EST_L;151.3864535;NA;10;0.468;RR;GSL;11;4;Otolith Chemistry
2467;2467;US+Can;3451;2011;183.7672983;EST_W;119.0679971;RWT;12;0.902;RR;GSL;10;4;Otolith Chemistry
2468;2468;US+Can;3452;2011;220.4082196;EST_W;218.8583185;RWT;10;0.262;RR;GSL;10;4;Otolith Chemistry
2469;2469;US+Can;3453;2011;228.7390175;EST_W;247.7748321;RWT;13;0.824;RR;GSL;10;4;Otolith Chemistry
2470;2470;US+Can;3454;2011;232.8766979;EST_W;263.0835746;RWT;17;0.112;RR;GSL;11;4;Otolith Chemistry
2471;2471;US+Can;3455;2011;267.3476232;EST_W;417.3049804;RWT;21;0.22;RR;GSL;10;4;Otolith Chemistry
2472;2472;US+Can;3456;2011;209.251;EST_L;398.0273047;NA;20;0.27;RR;GSL;10;4;Otolith Chemistry
2473;2473;US+Can;3457;2011;220.4082196;EST_W;218.8583185;RWT;13;0.838;RR;GSL;11;4;Otolith Chemistry
2474;2474;US+Can;3458;2011;196.7595903;EST_W;149.6854821;RWT;10;0.954;RR;GSL;10;4;Otolith Chemistry
2475;2475;US+Can;3459;2011;241.364954;EST_W;296.5360119;RWT;16;0.016;RR;GSL;10;4;Otolith Chemistry
2476;2476;US+Can;3460;2011;198.9563306;EST_W;155.3553867;RWT;9;0.172;RR;GSL;10;4;Otolith Chemistry
2477;2477;US+Can;3461;2011;263.5891163;EST_W;398.0273047;RWT;20;0.054;RR;W_ATL;10;4;Otolith Chemistry
2478;2478;US+Can;3462;2011;143.373052;EST_L;226.796185;NA;8;0.428;RR;GSL;10;4;Otolith Chemistry
2479;2479;US+Can;3463;2011;203.3933353;EST_W;167.2621864;RWT;7;0.236;RR;GSL;10;4;Otolith Chemistry
2480;2480;US+Can;3464;2011;262.6863531;EST_W;393.491381;RWT;17;0.08;RR;GSL;10;4;Otolith Chemistry
2481;2481;US+Can;3465;2011;187.291684;EST_L;224.5282232;NA;11;0.902;RR;GSL;10;4;Otolith Chemistry
2482;2482;US+Can;3466;2011;185.8291673;EST_W;123.6039208;RWT;9;0.5;RR;GSL;10;4;Otolith Chemistry
2483;2483;US+Can;3467;2011;202.1487636;EST_W;163.8602437;RWT;11;0.294;RR;W_ATL;10;4;Otolith Chemistry
2484;2484;US+Can;3468;2011;235.9799555;EST_W;274.99;RWT;9;0.158;RR;GSL;10;4;Otolith Chemistry
2485;2485;US+Can;3469;2011;196.9818533;EST_W;150.2524726;RWT;7;0.094;RR;GSL;11;4;Otolith Chemistry
2486;2486;US+Can;3470;2011;192.185351;EST_W;138.3456729;RWT;6;0.864;RR;GSL;10;4;Otolith Chemistry
2487;2487;US+Can;3471;2011;194.2749724;EST_W;143.448587;RWT;9;0.828;RR;GSL;10;4;Otolith Chemistry
2488;2488;US+Can;3472;2011;NA;NA;NA;NA;13;0.142;UN;GSL;11;4;Otolith Chemistry
2489;2489;US+Can;3473;2011;221.45062;EST_L;301.0719356;NA;11;0.234;RR;GSL;10;4;Otolith Chemistry
2490;2490;US+Can;3474;2011;196.7595903;EST_W;149.6854821;RWT;7;0.316;RR;GSL;10;4;Otolith Chemistry
2491;2491;US+Can;3475;2011;193.8151552;EST_W;142.3146061;RWT;9;0.312;RR;GSL;11;4;Otolith Chemistry
2492;2492;US+Can;3476;2011;221.2578077;EST_W;221.6932708;RWT;10;0.426;RR;GSL;11;4;Otolith Chemistry
2493;2493;US+Can;3477;2011;252.984575;EST_W;346.9981631;RWT;17;0.108;RR;GSL;10;4;Otolith Chemistry
2494;2494;US+Can;3478;2011;213.1337205;EST_W;195.6117096;RWT;10;0.026;RR;GSL;10;4;Otolith Chemistry
2495;2495;US+Can;3479;2011;227.7954102;EST_W;244.3728893;RWT;19;0.812;RR;GSL;10;4;Otolith Chemistry
2496;2496;US+Can;3480;2011;222.2673542;EST_W;225.0952136;RWT;10;0.116;RR;GSL;10;4;Otolith Chemistry
2497;2497;US+Can;3481;2011;233.1764317;EST_W;264.2175555;RWT;17;0.128;RR;GSL;10;4;Otolith Chemistry
2498;2498;US+Can;3482;2011;NA;NA;NA;NA;11;0.61;UN;W_ATL;11;4;Otolith Chemistry
2499;2499;US+Can;3483;2011;NA;NA;NA;NA;16;0.204;UN;W_ATL;11;4;Otolith Chemistry
2500;2500;US+Can;3484;2011;NA;NA;NA;NA;15;0.312;UN;W_ATL;11;4;Otolith Chemistry
2501;2501;US+Can;3485;2011;NA;NA;NA;NA;11;0.248;UN;W_ATL;11;4;Otolith Chemistry
2502;2502;US+Can;3486;2011;NA;NA;NA;NA;17;0.022;UN;W_ATL;11;4;Otolith Chemistry
2503;2503;US+Can;3487;2011;NA;NA;NA;NA;16;0.148;UN;W_ATL;11;4;Otolith Chemistry
2504;2504;US+Can;3488;2011;NA;NA;NA;NA;22;0.078;UN;W_ATL;11;4;Otolith Chemistry
2505;2505;US+Can;3489;2011;283.721515;EST_L;407.1187441;EST_L;17;0.13;UN;GSL;NA;NA;Otolith Chemistry
2506;2506;US+Can;3490;2011;233.4984652;EST_L;226.8769885;EST_L;11;0.32;UN;GSL;NA;NA;Otolith Chemistry
2507;2507;US+Can;3491;2011;275.5218334;EST_L;372.8175952;EST_L;20;0.254;UN;GSL;NA;NA;Otolith Chemistry
2508;2508;US+Can;3492;2011;255.0226294;EST_L;295.6122728;EST_L;19;0.468;UN;GSL;NA;NA;Otolith Chemistry
2509;2509;US+Can;3493;2011;247.847908;EST_L;271.3479587;EST_L;17;0.346;UN;GSL;NA;NA;Otolith Chemistry
2510;2510;US+Can;3494;2011;247.847908;EST_L;271.3479587;EST_L;18;0.968;UN;GSL;NA;NA;Otolith Chemistry
2511;2511;US+Can;3495;2011;274.4968732;EST_L;368.6706125;EST_L;20;0.106;UN;GSL;NA;NA;Otolith Chemistry
2512;2512;US+Can;3496;2011;237.598306;EST_L;239.0439971;EST_L;11;0.126;UN;GSL;NA;NA;Otolith Chemistry
2513;2513;US+Can;3497;2011;230.4235846;EST_L;218.0278316;EST_L;11;0.486;UN;GSL;NA;NA;Otolith Chemistry
2514;2514;US+Can;3498;2011;253.9976692;EST_L;292.0608247;EST_L;15;0.11;UN;GSL;NA;NA;Otolith Chemistry
2515;2515;US+Can;3499;2011;265.2722314;EST_L;332.7232122;EST_L;11;0.126;UN;GSL;NA;NA;Otolith Chemistry
2517;2517;US+Can;3500;2011;292.9461568;EST_L;448.1517526;EST_L;20;0.066;UN;GSL;NA;NA;Otolith Chemistry
2518;2518;US+Can;3501;2011;232.473505;EST_L;223.9011666;EST_L;14;0.932;UN;GSL;NA;NA;Otolith Chemistry
2519;2519;US+Can;3502;2011;269.3720722;EST_L;348.3964887;EST_L;16;0.276;UN;GSL;NA;NA;Otolith Chemistry
2520;2520;US+Can;3503;2011;249.8978284;EST_L;278.1395268;EST_L;15;0.24;UN;GSL;NA;NA;Otolith Chemistry
2521;2521;US+Can;3504;2011;262.1973508;EST_L;321.2819204;EST_L;15;0.054;UN;GSL;NA;NA;Otolith Chemistry
2522;2522;US+Can;3505;2011;275.5218334;EST_L;372.8175952;EST_L;20;0.096;UN;GSL;NA;NA;Otolith Chemistry
2523;2523;US+Can;3506;2011;266.2971916;EST_L;336.5964912;EST_L;20;0.08;UN;GSL;NA;NA;Otolith Chemistry
2524;2524;US+Can;3507;2011;250.9227886;EST_L;281.5774079;EST_L;15;0.088;UN;GSL;NA;NA;Otolith Chemistry
2525;2525;US+Can;3508;2011;230.4235846;EST_L;218.0278316;EST_L;16;0.252;UN;GSL;NA;NA;Otolith Chemistry
2526;2526;US+Can;3509;2011;250.9227886;EST_L;281.5774079;EST_L;11;0.538;UN;GSL;NA;NA;Otolith Chemistry
2527;2527;US+Can;3510;2011;203.7746194;EST_L;150.7698818;EST_L;9;0.144;UN;GSL;NA;NA;Otolith Chemistry
2528;2528;US+Can;3511;2011;275.5218334;EST_L;372.8175952;EST_L;17;0.094;UN;GSL;NA;NA;Otolith Chemistry
2529;2529;US+Can;3512;2011;272.4469528;EST_L;360.4691513;EST_L;16;0.46;UN;GSL;NA;NA;Otolith Chemistry
2530;2530;US+Can;3513;2011;248.8728682;EST_L;274.7297489;EST_L;16;0.074;UN;GSL;NA;NA;Otolith Chemistry
2531;2531;US+Can;3514;2011;246.8229478;EST_L;267.994041;EST_L;24;0.226;UN;GSL;NA;NA;Otolith Chemistry
2532;2532;US+Can;3515;2011;284.7464752;EST_L;411.5487799;EST_L;18;0.11;UN;GSL;NA;NA;Otolith Chemistry
2533;2533;US+Can;3516;2011;277.5717538;EST_L;381.204642;EST_L;22;0.382;UN;GSL;NA;NA;Otolith Chemistry
2534;2534;US+Can;3517;2011;296.0210374;EST_L;462.4183833;EST_L;21;0.816;UN;GSL;NA;NA;Otolith Chemistry
2535;2535;US+Can;3518;2011;249.8978284;EST_L;278.1395268;EST_L;22;0.28;UN;GSL;NA;NA;Otolith Chemistry
2536;2536;US+Can;3519;2011;258.09751;EST_L;306.4391604;EST_L;14;0.074;UN;GSL;NA;NA;Otolith Chemistry
2537;2537;US+Can;3520;2011;243.7480672;EST_L;258.0983681;EST_L;12;0.538;UN;GSL;NA;NA;Otolith Chemistry
2538;2538;US+Can;3521;2011;272.4469528;EST_L;360.4691513;EST_L;21;0.256;UN;GSL;NA;NA;Otolith Chemistry
2539;2539;US+Can;3522;2011;255.0226294;EST_L;295.6122728;EST_L;23;0.066;UN;GSL;NA;NA;Otolith Chemistry
2540;2540;US+Can;3523;2011;252.972709;EST_L;288.5379415;EST_L;21;0.288;UN;GSL;NA;NA;Otolith Chemistry
2541;2541;US+Can;3524;2011;238.6232662;EST_L;242.1522565;EST_L;21;0.19;UN;GSL;NA;NA;Otolith Chemistry
2542;2542;US+Can;3525;2011;264.2472712;EST_L;328.8797677;EST_L;29;0.268;UN;GSL;NA;NA;Otolith Chemistry
2543;2543;US+Can;3526;2011;252.972709;EST_L;288.5379415;EST_L;17;0.08;UN;GSL;NA;NA;Otolith Chemistry
2544;2544;US+Can;3527;2011;262.1973508;EST_L;321.2819204;EST_L;22;0.33;UN;GSL;NA;NA;Otolith Chemistry
2545;2545;US+Can;3528;2011;274.4968732;EST_L;368.6706125;EST_L;17;0.234;UN;GSL;NA;NA;Otolith Chemistry
2546;2546;US+Can;3529;2011;279.6216742;EST_L;389.7165669;EST_L;19;0.408;UN;GSL;NA;NA;Otolith Chemistry
2547;2547;US+Can;3530;2011;241.6981468;EST_L;251.638499;EST_L;13;0.8;UN;GSL;NA;NA;Otolith Chemistry
2548;2548;US+Can;3531;2011;270.3970324;EST_L;352.3902596;EST_L;15;0.81;UN;GSL;NA;NA;Otolith Chemistry
2549;2549;US+Can;3532;2011;240.6731866;EST_L;248.4493921;EST_L;18;0.106;UN;GSL;NA;NA;Otolith Chemistry
2550;2550;US+Can;3533;2011;248.8728682;EST_L;274.7297489;EST_L;15;0.212;UN;GSL;NA;NA;Otolith Chemistry
2551;2551;US+Can;3534;2011;257.0725498;EST_L;302.8013253;EST_L;21;0.266;UN;GSL;NA;NA;Otolith Chemistry
2552;2552;US+Can;3535;2011;202.7496592;EST_L;148.5053088;EST_L;10;0.13;UN;GSL;NA;NA;Otolith Chemistry
2553;2553;US+Can;3536;2011;257.0725498;EST_L;302.8013253;EST_L;21;0.116;UN;GSL;NA;NA;Otolith Chemistry
2554;2554;US+Can;3537;2011;267.3221518;EST_L;340.4997199;EST_L;22;0.108;UN;GSL;NA;NA;Otolith Chemistry
2555;2555;US+Can;3538;2011;270.3970324;EST_L;352.3902596;EST_L;18;0.086;UN;GSL;NA;NA;Otolith Chemistry
2556;2556;US+Can;3539;2011;256.0475896;EST_L;299.1924012;EST_L;14;0.158;UN;GSL;NA;NA;Otolith Chemistry
2557;2557;US+Can;3540;2011;273.471913;EST_L;364.554503;EST_L;21;0.27;UN;GSL;NA;NA;Otolith Chemistry
2558;2558;US+Can;3541;2011;298.0709578;EST_L;472.0957643;EST_L;12;0.096;UN;GSL;NA;NA;Otolith Chemistry
2559;2559;US+Can;3542;2011;243.7480672;EST_L;258.0983681;EST_L;11;0.316;UN;GSL;NA;NA;Otolith Chemistry
2560;2560;US+Can;3543;2011;283.721515;EST_L;407.1187441;EST_L;21;0.84;UN;GSL;NA;NA;Otolith Chemistry
2561;2561;US+Can;3544;2011;222.223903;EST_L;195.5616809;EST_L;17;0.116;UN;GSL;NA;NA;Otolith Chemistry
2562;2562;US+Can;3545;2011;249.8978284;EST_L;278.1395268;EST_L;14;0.148;UN;GSL;NA;NA;Otolith Chemistry
2563;2563;US+Can;3546;2012;192.171532;EST_L;138.35;NA;12;0.302;UN;W_ATL;8;3;Otolith Chemistry
2564;2564;US+Can;3547;2012;201.931228;EST_L;150.82;NA;9;0.374;UN;W_ATL;8;3;Otolith Chemistry
2565;2565;US+Can;3548;2012;197.05138;EST_L;135.51;NA;10;0.3;UN;W_ATL;8;3;Otolith Chemistry
2566;2566;US+Can;3549;2012;187.291684;EST_L;90.72;NA;9;0.33;UN;W_ATL;8;3;Otolith Chemistry
2567;2567;US+Can;3550;2012;182.411836;EST_L;102.06;NA;10;0.38;UN;W_ATL;8;3;Otolith Chemistry
2568;2568;US+Can;3551;2012;145.812976;EST_L;126.44;NA;9;0.242;UN;W_ATL;8;3;Otolith Chemistry
2569;2569;US+Can;3552;2012;206.811076;EST_L;146.28;NA;8;0.35;UN;W_ATL;8;3;Otolith Chemistry
2570;2570;US+Can;3553;2012;201.931228;EST_L;146.85;NA;10;0.27;UN;W_ATL;8;3;Otolith Chemistry
2571;2571;US+Can;3554;2012;197.05138;EST_L;146.28;NA;7;0.2;UN;W_ATL;8;3;Otolith Chemistry
2572;2572;US+Can;3555;2012;199.491304;EST_L;144.58;NA;7;0.984;UN;W_ATL;8;3;Otolith Chemistry
2573;2573;US+Can;3556;2012;194.611456;EST_L;118.5;NA;6;0.132;UN;W_ATL;8;3;Otolith Chemistry
2574;2574;US+Can;3557;2012;192.171532;EST_L;103.76;NA;7;0.356;UN;W_ATL;8;3;Otolith Chemistry
2575;2575;US+Can;3558;2012;233.65024;EST_L;201.85;NA;10;0.122;UN;W_ATL;8;3;Otolith Chemistry
2576;2576;US+Can;3559;2012;239.394628;EST_W;249.48;RWT;17;0.762;UN;W_ATL;8;3;Otolith Chemistry
2577;2577;US+Can;3560;2012;189.731608;EST_L;117.93;NA;9;0.008;UN;W_ATL;8;3;Otolith Chemistry
2579;2579;US+Can;3562;2012;258.04948;EST_L;293.7;NA;11;0.228;UN;W_ATL;8;3;Otolith Chemistry
2580;2580;US+Can;3563;2012;258.04948;EST_L;257.41;NA;15;0.114;RR;W_ATL;8;3;Otolith Chemistry
2581;2581;US+Can;3564;2012;211.690924;EST_L;144.58;NA;11;0.374;UN;W_ATL;8;3;Otolith Chemistry
2582;2582;US+Can;3565;2012;187.618288;EST_W;120.2;RWT;9;0.144;UN;W_ATL;8;3;Otolith Chemistry
2583;2583;US+Can;3566;2012;207.56995;EST_W;162.73;RWT;11;0.432;UN;W_ATL;8;3;Otolith Chemistry
2584;2584;US+Can;3567;2012;267.809176;EST_L;358.34;NA;19;0.116;RR;W_ATL;8;3;Otolith Chemistry
2585;2585;US+Can;3568;2012;181.845082;EST_W;109.43;RWT;9;0.09;UN;W_ATL;8;3;Otolith Chemistry
2586;2586;US+Can;3569;2012;250.729708;EST_L;254.01;NA;12;0.176;RR;W_ATL;8;3;Otolith Chemistry
2587;2587;US+Can;3570;2012;194.611456;EST_L;116.8;NA;8;0.016;UN;W_ATL;8;3;Otolith Chemistry
2588;2588;US+Can;3571;2012;211.690924;EST_L;137.78;NA;11;0.076;RR;W_ATL;8;3;Otolith Chemistry
2589;2589;US+Can;3572;2012;202.6203624;EST_W;151.38;RWT;12;0.216;UN;W_ATL;8;3;Otolith Chemistry
2590;2590;US+Can;3573;2012;216.570772;EST_L;153.09;NA;9;0.566;UN;W_ATL;8;3;Otolith Chemistry
2591;2591;US+Can;3574;2012;238.530088;EST_L;234.73;NA;10;0.05;TP;GSL;7;3;Otolith Chemistry
2592;2592;US+Can;3575;2012;201.931228;EST_L;161.03;NA;9;0.272;TP;GSL;7;3;Otolith Chemistry
2593;2593;US+Can;3576;2012;249.673048;EST_W;282.93;RWT;14;0.308;TP;GSL;7;3;Otolith Chemistry
2594;2594;US+Can;3577;2012;267.809176;EST_L;352.5;NA;21;0.068;TP;GSL;8;3;Otolith Chemistry
2595;2595;US+Can;3578;2012;240.970012;EST_L;272.5;NA;19;0.878;TP;GSL;8;3;Otolith Chemistry
2596;2596;US+Can;3579;2012;204.371152;EST_L;147.5;NA;11;0.876;TP;GSL;8;3;Otolith Chemistry
2597;2597;US+Can;3580;2012;260.489404;EST_L;373.75;NA;18;0.108;TP;GSL;8;3;Otolith Chemistry
2598;2598;US+Can;3581;2012;231.277558;EST_W;225;RWT;15;0.12;TP;GSL;8;3;Otolith Chemistry
2599;2599;US+Can;3582;2012;267.809176;EST_L;278.75;NA;17;0.034;TP;GSL;8;3;Otolith Chemistry
2600;2600;US+Can;3583;2012;254.745016;EST_W;300.5;RWT;22;0.324;TP;GSL;8;3;Otolith Chemistry
2601;2601;US+Can;3584;2012;268.347112;EST_L;338.6754661;EST_L;17;0.274;UN;W_ATL;8;3;Otolith Chemistry
2602;2602;US+Can;3585;2012;204.7995796;EST_L;153.0573652;EST_L;9;0.292;UN;W_ATL;NA;NA;Otolith Chemistry
2603;2603;US+Can;3586;2012;218.1240622;EST_L;181.9542879;EST_L;8;0.422;UN;W_ATL;8;3;Otolith Chemistry
2604;2604;US+Can;3587;2012;243.7480672;EST_L;253.8575544;EST_L;13;0.738;UN;W_ATL;8;3;Otolith Chemistry
2605;2605;US+Can;3588;2012;252.972709;EST_L;288.5379415;EST_L;19;0.41;UN;W_ATL;NA;NA;Otolith Chemistry
2606;2606;US+Can;3589;2012;270.82546;EST_L;400;NA;15;0.824;UN;GSL;9;3;Otolith Chemistry
2607;2607;US+Can;3590;2012;253.53466;EST_L;337;NA;16;0.046;UN;GSL;9;3;Otolith Chemistry
2608;2608;US+Can;3591;2012;207.42586;EST_L;162;NA;9;0.748;UN;GSL;9;3;Otolith Chemistry
2609;2609;US+Can;3592;2012;273.70726;EST_L;369;NA;14;0.212;UN;GSL;9;3;Otolith Chemistry
2610;2610;US+Can;3593;2012;241.04686;EST_L;206;NA;10;0.936;UN;GSL;9;3;Otolith Chemistry
2611;2611;US+Can;3594;2012;187.9504635;EST_W;127;RWT;9;0.152;TP;GSL;9;3;Otolith Chemistry
2612;2612;US+Can;3595;2012;172.8482945;EST_W;98.08;RWT;10;0.338;TP;GSL;9;3;Otolith Chemistry
2613;2613;US+Can;3596;2012;203.9184212;EST_W;163.29;RWT;9;0.34;TP;GSL;9;3;Otolith Chemistry
2614;2614;US+Can;3597;2012;200.8848464;EST_W;155.92;RWT;9;0.274;TP;GSL;9;3;Otolith Chemistry
2615;2615;US+Can;3598;2012;191.9459831;EST_W;135.51;RWT;8;0.27;TP;GSL;9;3;Otolith Chemistry
2616;2616;US+Can;3599;2012;174.4544177;EST_W;100.92;RWT;7;0.178;TP;GSL;9;3;Otolith Chemistry
2618;2618;US+Can;3600;2012;170.2203811;EST_W;93.55;RWT;7;0.514;TP;GSL;9;3;Otolith Chemistry
2619;2619;US+Can;3601;2012;163.9664909;EST_W;83.34;RWT;7;0.28;TP;GSL;9;3;Otolith Chemistry
2620;2620;US+Can;3602;2012;175.0850516;EST_W;102.05;RWT;6;0.292;TP;GSL;9;3;Otolith Chemistry
2621;2621;US+Can;3603;2012;164.6894384;EST_W;84.48;RWT;6;0.472;TP;GSL;9;3;Otolith Chemistry
2622;2622;US+Can;3604;2012;165.0422668;EST_W;85.04;RWT;7;0.89;TP;GSL;9;3;Otolith Chemistry
2623;2623;US+Can;3605;2012;214.0242214;EST_L;174.6947218;EST_L;11;0.174;UN;GSL;NA;NA;Otolith Chemistry
2624;2624;US+Can;3606;2012;134.42026;EST_L;188.24;NA;8;0.456;RR;GSL;10;4;Otolith Chemistry
